,Unnamed: 0,links,names,ratings,price for one,cuisine,no of cisine,delivery time,location,outlets,home_delivery,takeaway_available,vegetarian_only,indoor_seating
305,305,https://www.zomato.com/hyderabad/tawakkal-bakery-sweets-falaknuma,Tawakkal Bakery & Sweets,3.4,₹100 for one,Mithai,1,58 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
306,306,https://www.zomato.com/hyderabad/cake-house-bakers-malakpet,Cake House Baker's,3.6,₹100 for one,"Bakery, Fast Food, Desserts",3,44 min,"Malakpet, Hyderabad",0,yes,yes,no,no
307,307,https://www.zomato.com/hyderabad/yaba-chinese-fast-food-falaknuma,Yaba Chinese Fast Food,4.2,₹100 for one,Chinese,1,53 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
308,308,https://www.zomato.com/hyderabad/the-brooklyn-creamery-healthy-ice-cream-attapur,The Brooklyn Creamery - Healthy Ice Cream,3.9,₹100 for one,"Ice Cream, Desserts",2,64 min,"Attapur, Hyderabad",29,no,no,yes,no
309,309,https://www.zomato.com/hyderabad/forbes-cafe-restaurant-dilsukhnagar,Forbes Cafe & Restaurant,3.6,₹200 for one,"Chinese, Fast Food, Street Food, Pizza, Burger, Sandwich, Desserts, Beverages",8,49 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
310,310,https://www.zomato.com/hyderabad/cupcake-bliss-cakes-desserts-dilsukhnagar,Cupcake Bliss Cakes & Desserts,4.1,₹200 for one,"Bakery, Desserts, Ice Cream",3,53 min,"Dilsukhnagar, Hyderabad",11,no,no,no,no
311,311,https://www.zomato.com/hyderabad/fanooz-restaurant-banquet-masab-tank,Fanooz Restaurant & Banquet,3.7,₹200 for one,"Hyderabadi, Mughlai, Biryani",3,54 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
312,312,https://www.zomato.com/hyderabad/al-labbaik-shawarma-mehdipatnam,Al-Labbaik Shawarma,3.4,₹200 for one,Shawarma,1,65 min,"Mehdipatnam, Hyderabad",4,yes,yes,no,yes
313,313,https://www.zomato.com/hyderabad/froops-1-begum-bazaar,Froops,4.0,₹200 for one,Ice Cream,1,38 min,"Begum Bazaar, Hyderabad",12,yes,yes,no,no
314,314,https://www.zomato.com/hyderabad/shahran-hotel-charminar,Shahran Hotel,4.2,₹200 for one,"Biryani, North Indian",2,27 min,"Charminar, Hyderabad",0,yes,yes,no,yes
315,315,https://www.zomato.com/hyderabad/barracks-grill-chandrayanagutta,Barrack's Grill,4.1,₹200 for one,"BBQ, Wraps, Burger, Fast Food, Lebanese, Mediterranean, Shake, Beverages",8,55 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
316,316,https://www.zomato.com/hyderabad/abhi-ruchilu-dilsukhnagar,Abhi Ruchilu,3.5,₹200 for one,"Biryani, Chinese",2,51 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
317,317,https://www.zomato.com/hyderabad/parathawala-malakpet,Parathawala,4.0,₹200 for one,North Indian,1,48 min,"Malakpet, Hyderabad",0,yes,yes,no,no
318,318,https://www.zomato.com/hyderabad/saleem-ki-haleem-by-hyderabad-spice-masab-tank,Saleem Ki Haleem By Hyderabad Spice,4.2,₹200 for one,"Arabian, Biryani, Mughlai",3,52 min,"Masab Tank, Hyderabad",0,yes,yes,no,yes
319,319,https://www.zomato.com/hyderabad/thanya-food-house-attapur,Thanya Food House,3.6,₹200 for one,"Biryani, Chinese, North Indian, Seafood, Mughlai, Desserts",6,68 min,"Attapur, Hyderabad",0,yes,yes,no,yes
320,320,https://www.zomato.com/hyderabad/sattipandu-biryani-saroor-nagar,Sattipandu Biryani,3.5,₹200 for one,Biryani,1,50 min,"Saroor Nagar, Hyderabad",0,no,no,no,no
321,321,https://www.zomato.com/hyderabad/o-cakes-malakpet,O-Cakes,3.8,₹100 for one,"Bakery, Desserts, Fast Food",3,43 min,"Malakpet, Hyderabad",4,yes,yes,yes,no
322,322,https://www.zomato.com/hyderabad/tabish-restaurant-falaknuma,Tabish Restaurant,4.0,₹100 for one,"Chinese, Mughlai, Kebab, Shawarma",4,43 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
323,323,https://www.zomato.com/hyderabad/sri-balaji-tasty-tiffins-1-malakpet,Sri Balaji Tasty Tiffins,3.9,₹100 for one,South Indian,1,39 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
324,324,https://www.zomato.com/hyderabad/gulzar-sweets-charminar,Gulzar Sweets,4.4,₹100 for one,"Mithai, Street Food",2,29 min,"Charminar, Hyderabad",0,yes,yes,yes,no
325,325,https://www.zomato.com/hyderabad/aladdin-arabian-family-restaurant-falaknuma,Aladdin Arabian Family Restaurant,3.5,₹100 for one,"Arabian, Mandi, North Indian",3,39 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
326,326,https://www.zomato.com/hyderabad/salasar-chat-and-tiffins-center-falaknuma,Salasar Chat And Tiffins Center,4.3,₹100 for one,"Street Food, South Indian",2,35 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
327,327,https://www.zomato.com/hyderabad/continue-night-way-1-falaknuma,Continue Night Way,3.8,₹100 for one,North Indian,1,Currently not accepting orders,"Falaknuma, Hyderabad",0,no,no,no,no
328,328,https://www.zomato.com/hyderabad/banjara-9-restaurant-khairatabad,Banjara 9 Restaurant,4.3,₹100 for one,"Chinese, North Indian, Kebab, Seafood, Mughlai, Biryani, Mandi, Desserts",8,Currently not accepting orders,"Khairatabad, Hyderabad",0,yes,yes,no,yes
329,329,https://www.zomato.com/hyderabad/milk-shake-factory-begum-bazaar,Milk Shake Factory,3.5,₹100 for one,"Shake, Coffee, Beverages, Burger, Sandwich, Fast Food",6,37 min,"Begum Bazaar, Hyderabad",15,yes,yes,yes,no
330,330,https://www.zomato.com/hyderabad/eat-and-treat-falaknuma,Eat And Treat,3.6,₹100 for one,"Fast Food, Street Food, Momos, Ice Cream, Desserts, Beverages",6,63 min,"Falaknuma, Hyderabad",0,no,no,no,no
331,331,https://www.zomato.com/hyderabad/rayees-shawarma-malakpet,Rayees Shawarma,4.3,₹100 for one,"Momos, Shawarma",2,39 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
332,332,https://www.zomato.com/hyderabad/1989-milkshakes-1-dilsukhnagar,1989 Milkshakes,4.2,₹100 for one,"Shake, Coffee, Beverages, Fast Food, Pizza, Pasta, Desserts",7,52 min,"Dilsukhnagar, Hyderabad",4,yes,yes,no,yes
333,333,https://www.zomato.com/hyderabad/the-snack-hack-chandrayanagutta,The Snack Hack,4.0,₹150 for one,"Hyderabadi, Sandwich, Pizza, Burger, Wraps, Mexican, Fast Food",7,67 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
334,334,https://www.zomato.com/hyderabad/zaiqa-arabian-food-court-2-saroor-nagar,Zaiqa Arabian Food Court,3.9,₹150 for one,"Mandi, Chinese, Desserts",3,46 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
335,335,https://www.zomato.com/hyderabad/gourmet-ice-cream-cakes-by-baskin-robbins-malakpet,Gourmet Ice Cream Cakes by Baskin Robbins,3.5,₹150 for one,"Desserts, Ice Cream, Bakery",3,44 min,"Malakpet, Hyderabad",12,no,no,no,no
336,336,https://www.zomato.com/hyderabad/the-shawarmas-spot-nampally,The Shawarmas Spot,4.0,₹150 for one,"Shawarma, Fast Food",2,56 min,"Nampally, Hyderabad",3,yes,yes,no,no
337,337,https://www.zomato.com/hyderabad/istanbul-doner-chandrayanagutta,Istanbul Doner,3.3,₹150 for one,"Shawarma, Fast Food",2,48 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
338,338,https://www.zomato.com/hyderabad/euro-bakers-nampally,Euro Bakers,3.8,₹150 for one,"Bakery, Fast Food",2,76 min,"Nampally, Hyderabad",0,yes,yes,no,no
339,339,https://www.zomato.com/hyderabad/shanbhags-chinese-food-court-charminar,Shanbhag's Chinese Food Court,4.0,₹150 for one,"North Indian, Chinese, Seafood",3,32 min,"Charminar, Hyderabad",0,yes,yes,no,yes
340,340,https://www.zomato.com/hyderabad/juice-splash-ghansi-bazaar,Juice Splash,4.5,₹150 for one,"Beverages, Juices, Shake",3,38 min,"Ghansi Bazaar, Hyderabad",0,no,no,no,no
341,341,https://www.zomato.com/hyderabad/the-mad-chef-saroor-nagar,The Mad Chef,3.9,₹150 for one,"Chinese, Wraps, Burger, Fast Food",4,53 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
342,342,https://www.zomato.com/hyderabad/shawarma-house-1-chandrayanagutta,Shawarma House,4.0,₹150 for one,"Fast Food, Shawarma",2,60 min,"Chandrayanagutta, Hyderabad",0,no,no,no,no
343,343,https://www.zomato.com/hyderabad/new-agra-sweets-begum-bazaar,New Agra Sweets,4.3,₹150 for one,"Mithai, Desserts",2,34 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
344,344,https://www.zomato.com/hyderabad/labbaik-kings-mustafa-hotel-charminar,Labbaik King's Mustafa Hotel,3.8,₹150 for one,"Hyderabadi, Mughlai, Biryani",3,41 min,"Charminar, Hyderabad",0,yes,yes,no,yes
345,345,https://www.zomato.com/hyderabad/ameen-cafe-1-charminar,Ameen Cafe,4.3,₹100 for one,"Chinese, Street Food",2,65 min,"Charminar, Hyderabad",0,yes,yes,no,no
346,346,https://www.zomato.com/hyderabad/zam-zam-fast-food-centre-charminar,Zam Zam Fast Food Centre,4.0,₹100 for one,Chinese,1,46 min,"Charminar Area, Charminar, Hyderabad",23,yes,yes,no,yes
347,347,https://www.zomato.com/hyderabad/zaiqa-fish-point-5-chandrayanagutta,Zaiqa Fish Point,4.0,₹100 for one,Seafood,1,43 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
348,348,https://www.zomato.com/hyderabad/saleem-phekus-malakpet,Saleem Phekus,3.8,₹100 for one,"Lebanese, Chinese, Fast Food",3,48 min,"Malakpet, Hyderabad",0,no,no,no,no
349,349,https://www.zomato.com/hyderabad/ishaan-pizza-zone-begum-bazaar,Ishaan Pizza Zone,3.3,₹100 for one,"Fast Food, Street Food, Pizza, Chinese, Paan",5,43 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
350,350,https://www.zomato.com/hyderabad/mirs-grills-n-garlics-meerpet,Mir's Grills N Garlics,3.7,₹100 for one,"Fast Food, Chinese, Pizza, Sandwich, Wraps",5,66 min,"Meerpet, Hyderabad",0,yes,yes,no,no
351,351,https://www.zomato.com/hyderabad/hotel-sabzi-charminar,Hotel Sabzi,4.2,₹100 for one,"North Indian, Chinese, Sichuan, South Indian, Beverages",5,27 min,"Charminar, Hyderabad",0,yes,yes,yes,yes
352,352,https://www.zomato.com/hyderabad/al-harmain-shawarma-1-nampally,Al - Harmain Shawarma,4.2,₹100 for one,Shawarma,1,41 min,"Nampally, Hyderabad",0,no,no,no,no
353,353,https://www.zomato.com/hyderabad/arabic-kunafa-khairatabad,Arabic Kunafa,4.0,₹100 for one,Desserts,1,65 min,"Khairatabad, Hyderabad",0,no,no,yes,no
354,354,https://www.zomato.com/hyderabad/bismillah-hotel-ghansi-bazaar,Bismillah Hotel,4.3,₹100 for one,"Hyderabadi, Street Food",2,28 min,"Ghansi Bazaar, Hyderabad",0,yes,yes,no,no
355,355,https://www.zomato.com/hyderabad/alina-wraps-1-saroor-nagar,Alina Wraps,4.0,₹100 for one,"Fast Food, Wraps, Shawarma",3,59 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
356,356,https://www.zomato.com/hyderabad/mohammedi-confectioners-1-ghansi-bazaar,Mohammedi Confectioners,4.3,₹100 for one,Mithai,1,30 min,"Ghansi Bazaar, Hyderabad",0,yes,yes,yes,no
357,357,https://www.zomato.com/hyderabad/lakshmi-restaurant-dilsukhnagar,Lakshmi Restaurant,3.3,₹150 for one,"Biryani, Chinese",2,57 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
358,358,https://www.zomato.com/hyderabad/puffs-n-cakes-saroor-nagar,Puffs n Cakes,4.1,₹150 for one,"Bakery, Desserts, Street Food, Pizza",4,83 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
359,359,https://www.zomato.com/hyderabad/rolls-bowls-by-feedx-khairatabad,Rolls & Bowls By Feedx,3.3,₹150 for one,"North Indian, Rolls, Chinese, Fast Food, Beverages",5,76 min,"Khairatabad, Hyderabad",6,yes,yes,no,no
360,360,https://www.zomato.com/hyderabad/sahadeva-reddy-pure-ghee-sweets-dilsukhnagar,Sahadeva Reddy Pure Ghee Sweets,4.3,₹150 for one,"Mithai, Street Food, Fast Food",3,43 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
361,361,https://www.zomato.com/hyderabad/shero-home-food-north-indian-mehdipatnam,Shero Home Food - North Indian,3.9,₹150 for one,"North Indian, Desserts",2,70 min,"Mehdipatnam, Hyderabad",15,no,no,yes,no
362,362,https://www.zomato.com/hyderabad/dude-restaurant-dilsukhnagar,Dude Restaurant,3.4,₹150 for one,"Chinese, Lebanese, Biryani",3,59 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
363,363,https://www.zomato.com/hyderabad/dosa-express-dilsukhnagar,Dosa Express,4.2,₹150 for one,South Indian,1,47 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
364,364,https://www.zomato.com/hyderabad/mr-showarma-dilsukhnagar,Mr Showarma,3.3,₹150 for one,"Sandwich, Momos, Shawarma, Fast Food, Rolls, Mexican",6,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
365,365,https://www.zomato.com/hyderabad/the-favorite-biryani-and-shawarma-dilsukhnagar,The Favorite Biryani And Shawarma,3.3,₹150 for one,"Biryani, Chinese, Shawarma",3,55 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
366,366,https://www.zomato.com/hyderabad/mr-grill-shawarmas-kebabs-meerpet,Mr. Grill - Shawarmas & Kebabs,4.2,₹150 for one,"Shawarma, Kebab",2,69 min,"Meerpet, Hyderabad",0,no,no,no,no
367,367,https://www.zomato.com/hyderabad/kings-mezbaan-restaurant-attapur,Kings Mezbaan Restaurant,3.7,₹150 for one,"Mughlai, North Indian, Chinese, Biryani",4,47 min,"Attapur, Hyderabad",0,yes,yes,no,yes
368,368,https://www.zomato.com/hyderabad/mandi-elite-1-dilsukhnagar,Mandi Elite,4.1,₹150 for one,"Mughlai, Seafood",2,48 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
369,369,https://www.zomato.com/hyderabad/food-field-1-charminar,Food Field,4.4,₹150 for one,"North Indian, Chinese, South Indian, Biryani, Beverages",5,Currently not accepting orders,"Charminar, Hyderabad",0,yes,yes,no,yes
370,370,https://www.zomato.com/hyderabad/sri-ruchi-pulaos-dilsukhnagar,Sri Ruchi Pulao's,4.0,₹150 for one,"Andhra, North Indian, Biryani, Chinese",4,50 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,no
371,371,https://www.zomato.com/hyderabad/teju-mess-khairatabad,Teju Mess,3.7,₹150 for one,"South Indian, North Indian, Biryani, Hyderabadi, Chinese",5,52 min,"Khairatabad, Hyderabad",0,yes,yes,no,yes
372,372,https://www.zomato.com/hyderabad/makkah-tiffin-centre-charminar,Makkah Tiffin Centre,3.8,₹150 for one,South Indian,1,36 min,"Charminar, Hyderabad",0,yes,yes,no,yes
373,373,https://www.zomato.com/hyderabad/kouzina-kafe-the-food-court-dilsukhnagar,Kouzina Kafe - The Food Court,3.8,₹150 for one,"Fast Food, Burger, Momos, Rolls, Desserts, Bakery, Shake",7,50 min,"Dilsukhnagar, Hyderabad",11,no,no,no,no
374,374,https://www.zomato.com/hyderabad/balaji-hukmichand-mithai-bhandar-saroor-nagar,Balaji Hukmichand Mithai Bhandar,4.5,₹150 for one,"Mithai, Street Food",2,47 min,"Saroor Nagar, Hyderabad",0,yes,yes,yes,no
375,375,https://www.zomato.com/hyderabad/simrats-dhaba-begum-bazaar,Simrat's Dhaba,4.0,₹150 for one,"North Indian, Chinese",2,40 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,yes
376,376,https://www.zomato.com/hyderabad/blah-blah-resto-bake-dilsukhnagar,Blah Blah Resto Bake,3.5,₹150 for one,"Chinese, North Indian, Biryani, Beverages, Pizza, Seafood, Sandwich, Burger",8,56 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
377,377,https://www.zomato.com/hyderabad/zaheer-juice-center-malakpet,Zaheer Juice Center,4.4,₹150 for one,"Juices, Beverages, Shake, Desserts, Salad",5,38 min,"Malakpet, Hyderabad",0,yes,yes,no,no
378,378,https://www.zomato.com/hyderabad/abood-mandi-chandrayanagutta,Abood Mandi,4.2,₹150 for one,"Arabian, Hyderabadi",2,56 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
379,379,https://www.zomato.com/hyderabad/mataam-al-jazirah-nampally,Mataam AL Jazirah,4.2,₹150 for one,"Arabian, Biryani, Mandi, Mughlai, Seafood, Desserts",6,53 min,"Nampally, Hyderabad",0,yes,yes,no,yes
380,380,https://www.zomato.com/hyderabad/kaati-zone-rolls-and-wraps-dilsukhnagar,Kaati Zone Rolls and Wraps,3.9,₹150 for one,"Rolls, Wraps, Fast Food, Desserts, Shake",5,59 min,"Dilsukhnagar, Hyderabad",15,yes,yes,no,no
381,381,https://www.zomato.com/hyderabad/ice-cafe-lassi-shop-3-nampally,Ice Cafe & Lassi Shop,3.4,₹100 for one,"Desserts, Shake, Juices, Beverages, Salad",5,38 min,"Nampally, Hyderabad",0,yes,yes,yes,no
382,382,https://www.zomato.com/hyderabad/al-noor-bakery-charminar,Al Noor Bakery,-,₹100 for one,"Bakery, Desserts",2,40 min,"Charminar, Hyderabad",0,yes,yes,no,yes
383,383,https://www.zomato.com/hyderabad/new-babar-bakery-2-falaknuma,New Babar Bakery,4.2,₹100 for one,"Fast Food, Bakery, Desserts",3,34 min,"Falaknuma, Hyderabad",0,yes,yes,no,no
384,384,https://www.zomato.com/hyderabad/v-cafe-meals-by-pvr-malakpet,V Cafe- Meals By PVR,3.7,₹100 for one,"Burger, Sandwich, Fast Food",3,66 min,"Malakpet, Hyderabad",7,no,no,no,no
385,385,https://www.zomato.com/hyderabad/kafe-chai-nashta-1-charminar,Kafe Chai Nashta,4.1,₹100 for one,"South Indian, Street Food, Desserts",3,39 min,"Charminar, Hyderabad",0,yes,yes,yes,yes
386,386,https://www.zomato.com/hyderabad/safa-matam-al-mandi-malakpet,Safa Matam Al Mandi,4.0,₹100 for one,"Arabian, Mandi",2,38 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
387,387,https://www.zomato.com/hyderabad/shawarma-hot-and-cool-point-malakpet,Shawarma Hot And Cool Point,4.1,₹100 for one,Shawarma,1,37 min,"Malakpet, Hyderabad",0,yes,yes,no,yes
388,388,https://www.zomato.com/hyderabad/food-bucks-falaknuma,Food Bucks,4.0,₹100 for one,"Burger, Wraps, Roast Chicken, Salad, Fast Food, Shake, Beverages",7,42 min,"Falaknuma, Hyderabad",0,yes,yes,no,yes
389,389,https://www.zomato.com/hyderabad/burhanpur-khowa-jalebi-masab-tank,Burhanpur Khowa Jalebi,4.4,₹100 for one,"Desserts, Mithai",2,41 min,"Masab Tank, Hyderabad",0,yes,yes,no,no
390,390,https://www.zomato.com/hyderabad/grill-xpress-restro-saroor-nagar,Grill Xpress Restro,New,₹100 for one,"Burger, Fast Food, Shake, Beverages",4,48 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,yes
391,391,https://www.zomato.com/hyderabad/veg-daawat-by-behrouz-malakpet,Veg Daawat By Behrouz,3.2,₹100 for one,"Biryani, North Indian, Mughlai",3,49 min,"Malakpet, Hyderabad",30,no,no,yes,no
392,392,https://www.zomato.com/hyderabad/heavens-grill-chandrayanagutta,Heaven's Grill,New,₹100 for one,"Fast Food, Pizza, Sandwich, Burger, Wraps, Shake, Beverages",7,52 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
393,393,https://www.zomato.com/hyderabad/daawat-biryani-hub-dilsukhnagar,Daawat Biryani Hub,4.0,₹350 for one,"Biryani, Chinese",2,50 min,"Dilsukhnagar, Hyderabad",0,no,no,no,no
394,394,https://www.zomato.com/hyderabad/balaji-mahesh-mithai-bhandar-masab-tank,Balaji Mahesh Mithai Bhandar,4.2,₹350 for one,"Mithai, Street Food",2,49 min,"Masab Tank, Hyderabad",2,yes,yes,yes,no
395,395,https://www.zomato.com/hyderabad/vaibhav-tiffins-saroor-nagar,Vaibhav Tiffins,4.0,₹350 for one,South Indian,1,52 min,"Saroor Nagar, Hyderabad",0,no,no,yes,no
396,396,https://www.zomato.com/hyderabad/natural-fruits-juices-salads-dilsukhnagar,Natural Fruits Juices & Salads,4.0,₹350 for one,"Juices, Beverages, Salad, Healthy Food",4,48 min,"Dilsukhnagar, Hyderabad",0,yes,yes,yes,no
397,397,https://www.zomato.com/hyderabad/slay-coffee-malakpet,SLAY Coffee,3.7,₹350 for one,"Cafe, Coffee, Beverages, Desserts, Bakery, Sandwich, Shake",7,46 min,"Malakpet, Hyderabad",29,no,no,no,no
398,398,https://www.zomato.com/hyderabad/stop-n-eat-chicken-shawarma-saroor-nagar,Stop N Eat Chicken Shawarma,4.2,₹350 for one,Shawarma,1,46 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
399,399,https://www.zomato.com/hyderabad/zam-zam-arabian-mandi-malakpet,Zam Zam Arabian Mandi,3.5,₹350 for one,"Arabian, Desserts, Beverages",3,50 min,"Malakpet, Hyderabad",2,yes,yes,no,yes
400,400,https://www.zomato.com/hyderabad/food-court-adda-1-dilsukhnagar,Food Court Adda,-,₹350 for one,"Chinese, Momos",2,51 min,"Dilsukhnagar, Hyderabad",0,yes,yes,no,yes
401,401,https://www.zomato.com/hyderabad/cakes-07-banjara-hills,Cakes 07,4.0,₹350 for one,"Bakery, Desserts, Beverages",3,84 min,"Banjara Hills, Hyderabad",0,no,no,no,no
402,402,https://www.zomato.com/hyderabad/hotel-delhi-dastarkhan-malakpet,Hotel Delhi Dastarkhan,4.0,₹350 for one,Hyderabadi,1,39 min,"Malakpet, Hyderabad",3,yes,yes,no,no
403,403,https://www.zomato.com/hyderabad/peshawar-juice-centre-1-malakpet,Peshawar Juice Centre,4.3,₹350 for one,"Beverages, Ice Cream, Desserts",3,39 min,"Malakpet, Hyderabad",0,yes,yes,yes,no
404,404,https://www.zomato.com/hyderabad/waffle-house-banjara-hills,Waffle House,3.5,₹350 for one,"Waffle, Mexican, Pizza, Sandwich, Fast Food, Street Food, Desserts, Beverages",8,68 min,"Banjara Hills, Hyderabad",8,yes,yes,no,yes
405,405,https://www.zomato.com/hyderabad/shiva-chat-bhandar-1-chandrayanagutta,Shiva Chat Bhandar,3.6,₹50 for one,Street Food,1,43 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
406,406,https://www.zomato.com/hyderabad/idhikas-cakes-snacks-2-nampally,Idhika's Cakes & Snacks,-,₹50 for one,Bakery,1,39 min,"Nampally, Hyderabad",0,yes,yes,no,no
407,407,https://www.zomato.com/hyderabad/hotel-delhi-darbar-ghansi-bazaar,Hotel Delhi Darbar,3.3,₹50 for one,"North Indian, Mughlai",2,43 min,"Ghansi Bazaar, Hyderabad",0,yes,yes,no,yes
408,408,https://www.zomato.com/hyderabad/momo-nation-khairatabad,Momo Nation,3.6,₹50 for one,Momos,1,65 min,"Khairatabad, Hyderabad",0,no,no,no,no
409,409,https://www.zomato.com/hyderabad/zamans-arabian-food-saroor-nagar,Zaman's Arabian Food,4.0,₹50 for one,"Arabian, North Indian",2,45 min,"Saroor Nagar, Hyderabad",0,yes,yes,no,no
410,410,https://www.zomato.com/hyderabad/new-makkah-tiffin-center-charminar,New Makkah Tiffin Center,4.1,₹50 for one,South Indian,1,43 min,"Charminar, Hyderabad",0,yes,yes,no,yes
411,411,https://www.zomato.com/hyderabad/voulga-hotel-bakery-nampally,Voulga Hotel & Bakery,4.3,₹50 for one,"North Indian, Chinese, Mughlai, Seafood, Biryani, Beverages",6,40 min,"Nampally, Hyderabad",0,yes,yes,no,yes
412,412,https://www.zomato.com/hyderabad/doner-wrap-chandrayanagutta,Doner Wrap,4.0,₹50 for one,"Fast Food, Beverages",2,53 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,yes
413,413,https://www.zomato.com/hyderabad/qaffeine-malakpet,Qaffeine,4.0,₹50 for one,"Cafe, Coffee, Shake, Beverages, Fast Food, Sandwich, Desserts",7,47 min,"Malakpet, Hyderabad",5,yes,yes,no,yes
414,414,https://www.zomato.com/hyderabad/balaji-dinesh-mithai-bhandar-saroor-nagar,Balaji Dinesh Mithai Bhandar,4.0,₹50 for one,"Mithai, Street Food",2,47 min,"Saroor Nagar, Hyderabad",0,yes,yes,yes,no
415,415,https://www.zomato.com/hyderabad/ammammagarillu-masab-tank,Ammammagarillu,4.2,₹50 for one,"South Indian, Andhra",2,39 min,"Masab Tank, Hyderabad",0,yes,yes,yes,no
416,416,https://www.zomato.com/hyderabad/al-hamoor-cafeteria-chandrayanagutta,Al-Hamoor Cafeteria,4.1,₹50 for one,"Roast Chicken, Wraps, Sandwich, Fast Food, Desserts",5,59 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
417,417,https://www.zomato.com/hyderabad/milan-bakery-sweet-house-mehdipatnam,Milan Bakery & Sweet House,4.3,₹150 for one,"Bakery, Street Food, Fast Food",3,34 min,"Mehdipatnam, Hyderabad",3,yes,yes,no,no
418,418,https://www.zomato.com/hyderabad/al-arabian-shawarma-nampally,Al Arabian Shawarma,4.3,₹150 for one,Shawarma,1,59 min,"Nampally, Hyderabad",0,yes,yes,no,yes
419,419,https://www.zomato.com/hyderabad/sree-raghavendra-tiffin-malakpet,Sree Raghavendra Tiffin,4.1,₹150 for one,"South Indian, Beverages",2,35 min,"Malakpet, Hyderabad",0,yes,yes,yes,no
420,420,https://www.zomato.com/hyderabad/eat-n-treat-1-ghansi-bazaar,Eat N Treat,3.4,₹150 for one,"Mithai, Street Food",2,30 min,"Ghansi Bazaar, Hyderabad",0,yes,yes,yes,no
421,421,https://www.zomato.com/hyderabad/shahi-haleem-2-charminar,Shahi Haleem,3.8,₹150 for one,"Hyderabadi, Desserts",2,49 min,"Charminar, Hyderabad",0,yes,yes,no,no
422,422,https://www.zomato.com/hyderabad/meet-n-pari-foods-charminar,Meet N Pari Foods,3.2,₹150 for one,Italian,1,37 min,"Charminar, Hyderabad",0,yes,yes,no,no
423,423,https://www.zomato.com/hyderabad/mahboob-bakers-chandrayanagutta,Mahboob Bakers,4.0,₹150 for one,"Bakery, Desserts, Fast Food",3,37 min,"Chandrayanagutta, Hyderabad",0,yes,yes,no,no
424,424,https://www.zomato.com/hyderabad/waffle-frolic-charminar,Waffle Frolic,-,₹150 for one,Waffle,1,36 min,"Charminar, Hyderabad",0,yes,yes,yes,no
425,425,https://www.zomato.com/hyderabad/hotel-rajdhani-begum-bazaar,Hotel Rajdhani,4.3,₹150 for one,"South Indian, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages",7,48 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,yes
426,426,https://www.zomato.com/hyderabad/dubai-fried-chicken-mutton-charminar,Dubai Fried Chicken & Mutton,3.8,₹150 for one,"Fast Food, Burger",2,56 min,"Charminar, Hyderabad",0,yes,yes,no,no
427,427,https://www.zomato.com/hyderabad/sree-sai-satyanarayana-mithai-bhandar-begum-bazaar,Sree Sai Satyanarayana Mithai Bhandar,4.3,₹150 for one,"Mithai, Street Food, Desserts",3,29 min,"Begum Bazaar, Hyderabad",0,yes,yes,yes,no
428,428,https://www.zomato.com/hyderabad/naan-munshi-sahab-nampally,Naan Munshi Sahab,4.0,₹150 for one,North Indian,1,37 min,"Nampally, Hyderabad",0,yes,yes,yes,no
