,links,names,ratings,price for one,cuisine,no of cisine,delivery time
0,https://www.zomato.com/hyderabad/nazeer-juice-center-charminar,Nazeer Juice Center,4.2,₹100 for one,"Beverages, Juices, Healthy Food",3,26 min
1,https://www.zomato.com/hyderabad/peshawar-2-malakpet,Peshawar,4.1,₹100 for one,"North Indian, Seafood, Kebab, Chinese",4,34 min
2,https://www.zomato.com/hyderabad/new-falak-restaurant-charminar,New Falak Restaurant,4.0,₹100 for one,"South Indian, Biryani",2,35 min
3,https://www.zomato.com/hyderabad/pista-house-20-charminar,Pista House,4.1,₹100 for one,"North Indian, Chinese, Biryani, Kebab, Seafood, Ice Cream, Desserts, Beverages",8,34 min
4,https://www.zomato.com/hyderabad/subhan-bakery-nampally,Subhan Bakery,4.6,₹100 for one,Bakery,1,34 min
5,https://www.zomato.com/hyderabad/al-mataam-arab-mandi-2-malakpet,Al Mataam Arab Mandi,3.8,₹100 for one,"Arabian, North Indian, Mughlai, Hyderabadi, Chinese, Mandi, Desserts",7,45 min
6,https://www.zomato.com/hyderabad/grand-hotel-abids,Grand Hotel,4.1,₹100 for one,"Biryani, North Indian, Mughlai, Chinese, Kebab, Seafood, Desserts, Beverages",8,32 min
7,https://www.zomato.com/hyderabad/al-armaan-hotel-1-falaknuma,Al Armaan Hotel,4.1,₹100 for one,"Hyderabadi, Biryani",2,51 min
8,https://www.zomato.com/hyderabad/pista-house-bakery-charminar,Pista House Bakery,4.3,₹100 for one,"Bakery, Desserts, Shawarma, Sandwich, Pizza, Fast Food, Salad, Beverages",8,29 min
9,https://www.zomato.com/hyderabad/shah-ghouse-hotel-restaurant-charminar,Shah Ghouse Hotel & Restaurant,4.2,₹250 for one,"North Indian, Mughlai, Chinese, Mandi, Biryani, Shawarma, Desserts",7,31 min
10,https://www.zomato.com/hyderabad/mehfil-narayanguda,Mehfil,4.1,₹250 for one,"Biryani, Chinese, Kebab, Mughlai, North Indian",5,37 min
11,https://www.zomato.com/hyderabad/shah-ghouse-special-shawarma-charminar,Shah Ghouse Special Shawarma,4.1,₹250 for one,"Shawarma, Bakery, Beverages",3,28 min
12,https://www.zomato.com/hyderabad/new-king-safina-hotel-1-charminar,New King Safina Hotel,4.3,₹250 for one,"Mughlai, Biryani, North Indian",3,26 min
13,https://www.zomato.com/hyderabad/new-grand-restaurant-bakery-begum-bazaar,New Grand Restaurant & Bakery,3.9,₹250 for one,"North Indian, Mughlai, Seafood, Rolls, Chinese, Sichuan, Biryani, Bakery",8,28 min
14,https://www.zomato.com/hyderabad/al-rabea-al-arabi-cafeteria-saroor-nagar,Al Rabea Al Arabi Cafeteria,4.4,₹250 for one,"Wraps, Sandwich, Burger, Fast Food",4,49 min
15,https://www.zomato.com/hyderabad/ms-bakery-sweets-falaknuma,MS Bakery & Sweets,4.2,₹250 for one,"Bakery, Desserts, Fast Food, Pizza",4,36 min
16,https://www.zomato.com/hyderabad/pizza-hut-kacheguda,Pizza Hut,3.9,₹250 for one,"Pizza, Pasta, Italian, Desserts, Beverages",5,43 min
17,https://www.zomato.com/hyderabad/food-track-charminar,Food Track,4.1,₹250 for one,"Fast Food, Burger, Sandwich, Pizza, Shake, Beverages",6,42 min
18,https://www.zomato.com/hyderabad/al-farooj-sonu-kabab-1-ghansi-bazaar,Al Farooj Sonu Kabab,3.9,₹250 for one,"Chinese, North Indian",2,32 min
19,https://www.zomato.com/hyderabad/burger-king-malakpet,Burger King,4.1,₹250 for one,"Burger, Fast Food",2,48 min
20,https://www.zomato.com/hyderabad/hotel-shadab-ghansi-bazaar,Hotel Shadab,4.1,₹250 for one,"North Indian, Mughlai, Kebab, Chinese, Biryani, Fast Food, Beverages",7,26 min
21,https://www.zomato.com/hyderabad/chotus-the-food-people-ghansi-bazaar,Chotu's The Food People,3.7,₹100 for one,"North Indian, Chinese, Biryani",3,32 min
22,https://www.zomato.com/hyderabad/baba-bakery-falaknuma,Baba Bakery,4.0,₹100 for one,"Bakery, North Indian, Desserts, Fast Food",4,42 min
23,https://www.zomato.com/hyderabad/la-pinoz-pizza-1-himayath-nagar,La Pino'z Pizza,4.0,₹100 for one,"Pizza, Pasta, Italian, Fast Food",4,48 min
24,https://www.zomato.com/hyderabad/pista-house-premium-lounge-charminar,Pista House - Premium Lounge,4.1,₹100 for one,"North Indian, Chinese, Italian, Mughlai, Oriental, Seafood, Desserts, Beverages",8,32 min
25,https://www.zomato.com/hyderabad/mcdonalds-2-abids,McDonald's,4.0,₹100 for one,"Burger, Fast Food",2,46 min
26,https://www.zomato.com/hyderabad/scoops-ice-cream-2-charminar,Scoops Ice Cream,4.4,₹100 for one,"Ice Cream, Desserts, Pizza",3,26 min
27,https://www.zomato.com/hyderabad/al-akbar-fast-food-corner-2-charminar,Al Akbar Fast Food Corner,4.1,₹100 for one,"Chinese, Beverages",2,23 min
28,https://www.zomato.com/hyderabad/lucky-restaurant-saroor-nagar,Lucky Restaurant,4.0,₹100 for one,"North Indian, Arabian, Continental, Chinese, Seafood, Mughlai, Desserts, Beverages",8,37 min
29,https://www.zomato.com/hyderabad/masqati-ice-cream-charminar,Masqati Ice Cream,4.4,₹100 for one,"Desserts, Fast Food, Street Food, Pizza, Ice Cream, Beverages",6,26 min
30,https://www.zomato.com/hyderabad/fancy-ice-cream-1-charminar,Fancy Ice Cream,4.1,₹100 for one,"Desserts, Ice Cream",2,28 min
31,https://www.zomato.com/hyderabad/ms-mandi-shawarma-charminar,MS Mandi & Shawarma,3.9,₹100 for one,"North Indian, Mandi, Fast Food, Pizza, Shawarma, Burger, Shake, Beverages",8,35 min
32,https://www.zomato.com/hyderabad/safeena-bakery-sweets-charminar,Safeena Bakery & Sweets,4.4,₹100 for one,"Bakery, Fast Food, Street Food, Andhra",4,34 min
33,https://www.zomato.com/hyderabad/bawarchi-rtc-x-roads,Bawarchi,4.1,₹150 for one,"North Indian, Chinese, Seafood, Biryani, Mughlai, Desserts",6,41 min
34,https://www.zomato.com/hyderabad/kfc-abids,KFC,4.0,₹150 for one,"Burger, Fast Food, Biryani, Desserts, Beverages",5,35 min
35,https://www.zomato.com/hyderabad/cream-stone-ice-cream-begum-bazaar,Cream Stone Ice Cream,4.3,₹150 for one,"Ice Cream, Desserts",2,44 min
36,https://www.zomato.com/hyderabad/hotel-rumaan-1-charminar,Hotel Rumaan,4.0,₹150 for one,"Biryani, Chinese, North Indian",3,23 min
37,https://www.zomato.com/hyderabad/santosh-dhaba-1-begum-bazaar,Santosh Dhaba,3.7,₹150 for one,"North Indian, Chinese, Biryani",3,34 min
38,https://www.zomato.com/hyderabad/shubh-laxmi-dhaba-begum-bazaar,Shubh Laxmi Dhaba,4.0,₹150 for one,"North Indian, Chinese, Biryani, Beverages",4,31 min
39,https://www.zomato.com/hyderabad/paradise-biryani-1-charminar,Paradise Biryani,3.5,₹150 for one,"Biryani, North Indian, Kebab, Chinese, Desserts",5,32 min
40,https://www.zomato.com/hyderabad/red-bucket-biryani-saroor-nagar,Red Bucket Biryani,4.1,₹150 for one,Biryani,1,40 min
41,https://www.zomato.com/hyderabad/4m-biryani-house-musheerabad,4M Biryani House,4.2,₹150 for one,"Biryani, Hyderabadi, North Indian, Chinese",4,43 min
42,https://www.zomato.com/hyderabad/kritunga-himayath-nagar,Kritunga,3.7,₹150 for one,"North Indian, South Indian, Chinese, BBQ, Biryani, Sichuan, Desserts, Beverages",8,48 min
43,https://www.zomato.com/hyderabad/shree-santosh-family-dhaba-himayath-nagar,Shree Santosh Family Dhaba,4.1,₹150 for one,"North Indian, Chinese, Biryani, Desserts, Beverages",5,45 min
44,https://www.zomato.com/hyderabad/balaji-santosh-family-dhaba-amberpet,Balaji Santosh Family Dhaba,4.1,₹150 for one,"Chinese, North Indian, Ice Cream, Beverages",4,43 min
45,https://www.zomato.com/hyderabad/santosh-dhaba-abids,Santosh Dhaba,3.9,₹200 for one,"North Indian, Chinese, Italian, Biryani, Pizza, Pasta, Fast Food, Desserts",8,42 min
46,https://www.zomato.com/hyderabad/ks-bakers-narayanguda,KS Bakers,4.0,₹200 for one,"Bakery, Fast Food, Pizza, Burger",4,42 min
47,https://www.zomato.com/hyderabad/kinara-grand-meerpet,Kinara Grand,4.0,₹200 for one,"North Indian, Chinese, Seafood",3,47 min
48,https://www.zomato.com/hyderabad/bahar-biryani-cafe-dilsukhnagar,Bahar Biryani Cafe,3.8,₹200 for one,"Biryani, North Indian, Chinese, Mughlai, Beverages",5,44 min
49,https://www.zomato.com/hyderabad/karachi-bakery-2-saroor-nagar,Karachi Bakery,4.3,₹200 for one,"Bakery, Chinese, Pizza, Sandwich, Italian, Wraps, Street Food, Fast Food",8,40 min
50,https://www.zomato.com/hyderabad/new-santosh-dhaba-begum-bazaar,New Santosh Dhaba,3.7,₹200 for one,"North Indian, Chinese, Biryani, Beverages",4,35 min
51,https://www.zomato.com/hyderabad/tipsy-topsy-bakery-saroor-nagar,Tipsy Topsy Bakery,3.9,₹200 for one,"Bakery, Burger, Rolls, Pizza, Fast Food, Chinese",6,36 min
52,https://www.zomato.com/hyderabad/imperial-multi-cuisine-restaurant-1-malakpet,Imperial Multi Cuisine Restaurant,4.2,₹200 for one,"North Indian, Mughlai, Kebab, Chinese, Seafood, Biryani, Desserts",7,29 min
53,https://www.zomato.com/hyderabad/luckys-biryani-house-nallakunta,Lucky's Biryani House,3.6,₹200 for one,"North Indian, Chinese, Biryani",3,44 min
54,https://www.zomato.com/hyderabad/cafe-bahar-basheer-bagh,Cafe Bahar,4.1,₹200 for one,"Hyderabadi, North Indian, Chinese",3,36 min
55,https://www.zomato.com/hyderabad/nic-ice-creams-narayanguda,NIC Ice Creams,4.4,₹200 for one,"Ice Cream, Desserts",2,38 min
56,https://www.zomato.com/hyderabad/kwality-walls-frozen-dessert-and-ice-cream-shop-ghansi-bazaar,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.3,₹200 for one,"Ice Cream, Desserts",2,34 min
57,https://www.zomato.com/hyderabad/mohammedia-shawarma-saroor-nagar,Mohammedia Shawarma,3.8,₹150 for one,"Shawarma, Fast Food",2,42 min
58,https://www.zomato.com/hyderabad/haldirams-restaurant-malakpet,Haldiram's Restaurant,4.1,₹150 for one,"South Indian, North Indian",2,39 min
59,https://www.zomato.com/hyderabad/cakezone-himayath-nagar,CakeZone,4.2,₹150 for one,"Bakery, Desserts",2,41 min
60,https://www.zomato.com/hyderabad/airport-bawarchi-restaurant-chandrayanagutta,Airport Bawarchi Restaurant,4.1,₹150 for one,"North Indian, Chinese, Mughlai, Biryani",4,40 min
61,https://www.zomato.com/hyderabad/santosh-family-dhaba-himayath-nagar,Santosh Family Dhaba,3.8,₹150 for one,"North Indian, Chinese, Biryani",3,45 min
62,https://www.zomato.com/hyderabad/chickpet-donne-biryani-house-himayath-nagar,Chickpet Donne Biryani House,3.8,₹150 for one,"Biryani, Andhra",2,42 min
63,https://www.zomato.com/hyderabad/balaji-santosh-dhaba-nampally,Balaji Santosh Dhaba,3.9,₹150 for one,"North Indian, Biryani, Chinese",3,38 min
64,https://www.zomato.com/hyderabad/sri-abhiruchi-biryani-chinese-fast-food-dilsukhnagar,Sri Abhiruchi Biryani & Chinese Fast Food,4.2,₹150 for one,"Biryani, Chinese, Seafood, North Indian, Hyderabadi, Sichuan",6,40 min
65,https://www.zomato.com/hyderabad/varalakshmi-tiffins-2-dilsukhnagar,Varalakshmi Tiffins,4.4,₹150 for one,South Indian,1,35 min
66,https://www.zomato.com/hyderabad/subway-malakpet,Subway,3.7,₹150 for one,"Healthy Food, Fast Food, Sandwich, Salad, Wraps, Beverages",6,40 min
67,https://www.zomato.com/hyderabad/zomoz-the-momo-company-abids,Zomoz - The Momo Company,4.3,₹150 for one,"Momos, Chinese, Fast Food",3,42 min
68,https://www.zomato.com/hyderabad/natural-ice-cream-malakpet,Natural Ice Cream,4.5,₹150 for one,"Ice Cream, Desserts",2,41 min
69,https://www.zomato.com/hyderabad/lassi-shop-4-malakpet,Lassi Shop,4.1,₹100 for one,"Ice Cream, Beverages, Shake, Desserts",4,33 min
70,https://www.zomato.com/hyderabad/hotel-sri-raghavendra-udupi-veg-1-saroor-nagar,Hotel Sri Raghavendra Udupi Veg,3.9,₹100 for one,"South Indian, Chinese, North Indian, Sichuan, Desserts, Juices, Beverages",7,35 min
71,https://www.zomato.com/hyderabad/ovenstory-pizza-abids,Ovenstory Pizza,4.1,₹100 for one,"Pizza, Fast Food",2,50 min
72,https://www.zomato.com/hyderabad/hot-bucket-biryani-saroor-nagar,Hot Bucket Biryani,3.4,₹100 for one,"Biryani, South Indian",2,40 min
73,https://www.zomato.com/hyderabad/the-belgian-waffle-co-himayath-nagar,The Belgian Waffle Co.,4.3,₹100 for one,"Waffle, Pancake, Desserts, Ice Cream, Beverages",5,56 min
74,https://www.zomato.com/hyderabad/wow-momo-malakpet,WOW! Momo,4.1,₹100 for one,"Momos, Fast Food, Tibetan, Sichuan, Beverages",5,40 min
75,https://www.zomato.com/hyderabad/ms-bakery-attapur,MS Bakery,4.1,₹100 for one,"Pizza, Rolls, Fast Food, Desserts, Bakery",5,42 min
76,https://www.zomato.com/hyderabad/capital-multi-cuisine-restaurant-basheer-bagh,Capital Multi Cuisine Restaurant,3.8,₹100 for one,"Biryani, Chinese, North Indian, Mughlai",4,39 min
77,https://www.zomato.com/hyderabad/swiss-castle-abids,Swiss Castle,4.5,₹100 for one,"Bakery, Fast Food",2,32 min
78,https://www.zomato.com/hyderabad/the-thickshake-factory-2-himayath-nagar,The Thickshake Factory,3.8,₹100 for one,"Shake, Beverages",2,41 min
79,https://www.zomato.com/hyderabad/baskin-robbins-ice-cream-desserts-malakpet,Baskin Robbins - Ice Cream Desserts,4.1,₹100 for one,"Ice Cream, Desserts, Beverages",3,39 min
80,https://www.zomato.com/hyderabad/mandi-king-arabian-restaurant-malakpet,Mandi King Arabian Restaurant,4.1,₹100 for one,"Mandi, Kebab, Desserts",3,34 min
81,https://www.zomato.com/hyderabad/masqati-ice-cream-1-attapur,Masqati Ice Cream,4.3,₹100 for one,"Ice Cream, Desserts, Pizza, Fast Food, Street Food, Beverages",6,41 min
82,https://www.zomato.com/hyderabad/fb-cakes-2-malakpet,FB Cakes,4.0,₹100 for one,Bakery,1,40 min
83,https://www.zomato.com/hyderabad/a1-chicken-pakoda-point-dilsukhnagar,A1 Chicken Pakoda Point,4.0,₹100 for one,"Chinese, Biryani, Shawarma, North Indian",4,41 min
84,https://www.zomato.com/hyderabad/rachits-krishnatunga-restaurant-dilsukhnagar,Rachit's Krishnatunga Restaurant,4.0,₹100 for one,"North Indian, Chinese, Biryani, South Indian",4,44 min
85,https://www.zomato.com/hyderabad/aroma-family-restaurant-saroor-nagar,Aroma Family Restaurant,3.6,₹100 for one,"Hyderabadi, North Indian, Chinese, Biryani, Shawarma",5,43 min
86,https://www.zomato.com/hyderabad/makers-of-milkshakes-abids,Makers Of Milkshakes,4.2,₹100 for one,"Shake, Beverages, Ice Cream, Waffle",4,38 min
87,https://www.zomato.com/hyderabad/hotel-sohail-malakpet,Hotel Sohail,4.2,₹100 for one,"North Indian, Mughlai, Kebab, Chinese, Beverages, Desserts",6,32 min
88,https://www.zomato.com/hyderabad/cafe-niloufer-himayath-nagar,Cafe Niloufer,4.4,₹100 for one,"Cafe, Tea, Bakery, Fast Food, Desserts, Sandwich, Beverages",7,40 min
89,https://www.zomato.com/hyderabad/santosh-family-dhaba-2-abids,Santosh Family Dhaba,3.8,₹100 for one,"North Indian, Chinese, Biryani, Desserts, Beverages",5,40 min
90,https://www.zomato.com/hyderabad/wendys-burgers-abids,Wendy's Burgers,4.1,₹100 for one,"Burger, Fast Food, Beverages",3,41 min
91,https://www.zomato.com/hyderabad/papaji-da-dhaba-1-amberpet,Papaji-Da-Dhaba,4.0,₹100 for one,"North Indian, Mughlai, Chinese, Biryani",4,44 min
92,https://www.zomato.com/hyderabad/faasos-wraps-rolls-1-abids,Faasos - Wraps & Rolls,4.0,₹100 for one,North Indian,1,37 min
93,https://www.zomato.com/hyderabad/behrouz-biryani-abids,Behrouz Biryani,4.1,₹400 for one,"Biryani, Kebab, Hyderabadi, Lucknowi",4,51 min
94,https://www.zomato.com/hyderabad/king-khaja-hotel-saroor-nagar,King Khaja Hotel,4.2,₹400 for one,"Hyderabadi, Biryani, Fast Food",3,39 min
95,https://www.zomato.com/hyderabad/arabian-central-1-chandrayanagutta,Arabian Central,4.3,₹400 for one,"Arabian, Shawarma, Wraps, Burger, Fast Food",5,40 min
96,https://www.zomato.com/hyderabad/sri-narsing-bhelpuri-juice-centre-abids,Sri Narsing Bhelpuri & Juice Centre,3.9,₹400 for one,"North Indian, Fast Food, Street Food, Chinese, Beverages, Pizza, Momos",7,52 min
97,https://www.zomato.com/hyderabad/tibbs-frankie-serving-rolls-since-1969-himayath-nagar,Tibb's Frankie - Serving Rolls Since 1969,4.0,₹400 for one,Rolls,1,50 min
98,https://www.zomato.com/hyderabad/sha-sha-shandaar-shawarma-narayanguda,Sha Sha Shandaar Shawarma,4.3,₹400 for one,"Fast Food, Shawarma",2,46 min
99,https://www.zomato.com/hyderabad/shawarma-house-narayanguda,Shawarma House,3.6,₹400 for one,"Fast Food, Shawarma",2,41 min
100,https://www.zomato.com/hyderabad/shree-golden-palace-mehdipatnam,Shree Golden Palace,3.8,₹400 for one,"North Indian, Biryani, Chinese, South Indian",4,37 min
101,https://www.zomato.com/hyderabad/the-exotic-shawarma-himayath-nagar,The Exotic Shawarma,4.0,₹400 for one,"Fast Food, Beverages, Shake, Pizza, Momos, Shawarma",6,52 min
102,https://www.zomato.com/hyderabad/amantran-bengali-restaurant-rtc-x-roads,Amantran Bengali Restaurant,3.9,₹400 for one,"Bengali, Chinese, Sichuan",3,44 min
103,https://www.zomato.com/hyderabad/food-zone-2-mehdipatnam,Food Zone 2,3.9,₹400 for one,Chinese,1,51 min
104,https://www.zomato.com/hyderabad/hotel-mukarram-amberpet,Hotel Mukarram,4.2,₹400 for one,"Biryani, North Indian",2,50 min
105,https://www.zomato.com/hyderabad/dadus-himayath-nagar,Dadu's,4.3,₹150 for one,"Mithai, Desserts, Street Food, Bakery",4,43 min
106,https://www.zomato.com/hyderabad/ohris-cake-nation-basheer-bagh,Ohri's Cake Nation,4.3,₹150 for one,"Bakery, Desserts, Ice Cream",3,42 min
107,https://www.zomato.com/hyderabad/balaji-family-dhaba-saroor-nagar,Balaji Family Dhaba,3.8,₹150 for one,"North Indian, Chinese, Biryani",3,42 min
108,https://www.zomato.com/hyderabad/lunchbox-meals-and-thalis-abids,LunchBox - Meals and Thalis,4.2,₹150 for one,North Indian,1,40 min
109,https://www.zomato.com/hyderabad/jumera-hotel-4-chandrayanagutta,Jumera Hotel,4.5,₹150 for one,Biryani,1,42 min
110,https://www.zomato.com/hyderabad/new-alams-falaknuma,New Alams,4.2,₹150 for one,"North Indian, Street Food",2,36 min
111,https://www.zomato.com/hyderabad/1989-pizza-thick-shakes-dilsukhnagar,1989 Pizza & Thick Shake's,3.8,₹150 for one,"Shake, Coffee, Beverages, Fast Food, Pizza, Pasta, Desserts",7,55 min
112,https://www.zomato.com/hyderabad/brownbear-1-amberpet,BrownBear,3.5,₹150 for one,"Fast Food, Pizza, Hot dogs, Rolls, Pancake",5,42 min
113,https://www.zomato.com/hyderabad/sahara-bakers-rtc-x-roads,Sahara Bakers,3.5,₹150 for one,"Chinese, Bakery, Sichuan, Pizza, Burger, Fast Food, Desserts",7,53 min
114,https://www.zomato.com/hyderabad/norfest-the-dhaba-dilsukhnagar,Norfest - The Dhaba,4.2,₹150 for one,"North Indian, Chinese",2,44 min
115,https://www.zomato.com/hyderabad/pista-house-zafrani-tea-charminar,Pista House Zafrani Tea,4.5,₹150 for one,"Tea, Beverages",2,27 min
116,https://www.zomato.com/hyderabad/barbeque-nation-abids,Barbeque Nation,3.9,₹150 for one,"BBQ, North Indian, Biryani, Kebab, Continental, Chinese, Desserts, Beverages",8,56 min
117,https://www.zomato.com/hyderabad/sagar-papaji-ka-dhaba-abids,Sagar Papaji Ka Dhaba,4.1,₹200 for one,"North Indian, Mughlai, Biryani, Seafood, Kebab, Beverages",6,37 min
118,https://www.zomato.com/hyderabad/sherton-restaurant-amberpet,Sherton Restaurant,4.2,₹200 for one,"Mughlai, Hyderabadi, Chinese, Biryani",4,38 min
119,https://www.zomato.com/hyderabad/kings-palace-amberpet,King's Palace,3.7,₹200 for one,"Biryani, Chinese, North Indian, Mughlai, Kebab",5,47 min
120,https://www.zomato.com/hyderabad/spice-9-restaurant-malakpet,Spice 9 Restaurant,3.9,₹200 for one,"Hyderabadi, North Indian, Chinese, Mughlai, Kebab, Biryani, Seafood",7,42 min
121,https://www.zomato.com/hyderabad/swathi-mess-dhaba-koti,Swathi Mess & Dhaba,4.2,₹200 for one,"North Indian, Chinese, Sichuan",3,34 min
122,https://www.zomato.com/hyderabad/leons-burgers-wings-himayath-nagar,Leon's Burgers & Wings,4.2,₹200 for one,"Burger, Wraps, Fast Food",3,43 min
123,https://www.zomato.com/hyderabad/crystal-restaurant-bar-nallakunta,Crystal Restaurant & Bar,3.9,₹200 for one,"Chinese, North Indian, Mughlai, Seafood, Biryani",5,45 min
124,https://www.zomato.com/hyderabad/redaan-restaurant-charminar,Redaan Restaurant,4.3,₹200 for one,"Biryani, Chinese, Mughlai, Kebab, North Indian",5,30 min
125,https://www.zomato.com/hyderabad/mandi-house-arabian-restaurant-saroor-nagar,Mandi House Arabian Restaurant,3.8,₹200 for one,"North Indian, Mandi, Arabian, Desserts",4,39 min
126,https://www.zomato.com/hyderabad/king-ghouse-restaurant-saroor-nagar,King Ghouse Restaurant,4.2,₹200 for one,"North Indian, Chinese, Mandi, Sichuan, Kebab, Mughlai, Biryani",7,40 min
127,https://www.zomato.com/hyderabad/nikhils-hot-spice-chinese-fast-food-kacheguda,Nikhil's Hot & Spice Chinese Fast Food,4.2,₹200 for one,"Chinese, Sichuan, Shawarma",3,38 min
128,https://www.zomato.com/hyderabad/pista-house-cakes-desserts-charminar,Pista House - Cakes & Desserts,4.3,₹200 for one,"Bakery, Desserts",2,25 min
129,https://www.zomato.com/hyderabad/theobroma-himayath-nagar,Theobroma,4.4,₹150 for one,"Bakery, Desserts, Fast Food, Beverages",4,40 min
130,https://www.zomato.com/hyderabad/cake-lamore-himayath-nagar,Cake L'amore,4.1,₹150 for one,"Bakery, Desserts",2,65 min
131,https://www.zomato.com/hyderabad/blue-sea-restaurant-basheer-bagh,Blue Sea Restaurant,4.1,₹150 for one,"Seafood, South Indian, Biryani, Chinese, North Indian",5,37 min
132,https://www.zomato.com/hyderabad/abs-absolute-barbecues-1-malakpet,AB's - Absolute Barbecues,3.5,₹150 for one,"BBQ, North Indian, Street Food, Salad, Biryani, Desserts",6,53 min
133,https://www.zomato.com/hyderabad/nausheen-fruit-juice-centre-chandrayanagutta,Nausheen Fruit Juice Centre,4.4,₹150 for one,"Juices, Beverages",2,35 min
134,https://www.zomato.com/hyderabad/platform-65-dilsukhnagar,Platform 65,4.1,₹150 for one,"North Indian, Chinese, South Indian, Biryani, Ice Cream, Desserts, Beverages",7,48 min
135,https://www.zomato.com/hyderabad/yours-universe-bakes-cakes-adikmet,Yours Universe - Bakes & Cakes,4.0,₹150 for one,"Bakery, Fast Food",2,58 min
136,https://www.zomato.com/hyderabad/milan-juice-centre-nampally,Milan Juice Centre,4.1,₹150 for one,"Beverages, Desserts, Lebanese, Shake, Shawarma",5,39 min
137,https://www.zomato.com/hyderabad/blue-fox-himayath-nagar,Blue Fox,4.1,₹150 for one,"North Indian, Chinese",2,51 min
138,https://www.zomato.com/hyderabad/hotel-svm-grand-koti,Hotel SVM Grand,4.1,₹150 for one,"North Indian, Chinese, Mughlai, Seafood, Street Food, Biryani, Desserts, Beverages",8,37 min
139,https://www.zomato.com/hyderabad/taco-bell-malakpet,Taco Bell,3.7,₹150 for one,"Mexican, Fast Food, Wraps",3,44 min
140,https://www.zomato.com/hyderabad/bhattad-ki-idli-rambharose-bhandar-narayanguda,Bhattad Ki Idli - Rambharose Bhandar,4.1,₹150 for one,South Indian,1,36 min
141,https://www.zomato.com/hyderabad/angaara-5-nampally,Angaara 5,4.0,₹200 for one,"North Indian, Chinese, Mughlai, Sichuan",4,40 min
142,https://www.zomato.com/hyderabad/grand-bawarchi-restaurant-falaknuma,Grand Bawarchi Restaurant,4.3,₹200 for one,"Chinese, Biryani, Mandi, Seafood, North Indian, Kebab",6,35 min
143,https://www.zomato.com/hyderabad/shadaan-restaurant-chandrayanagutta,Shadaan Restaurant,4.2,₹200 for one,"North Indian, Chinese, Hyderabadi",3,38 min
144,https://www.zomato.com/hyderabad/rice-bowl-2-himayath-nagar,Rice Bowl,3.7,₹200 for one,"North Indian, South Indian",2,45 min
145,https://www.zomato.com/hyderabad/hotel-niagara-1-malakpet,Hotel Niagara,3.9,₹200 for one,"North Indian, Biryani, Arabian, Chinese, Mandi, Seafood, Kebab",7,31 min
146,https://www.zomato.com/hyderabad/captain-cook-dilsukhnagar,Captain Cook,New,₹200 for one,"South Indian, North Indian, Mandi, Chinese, Biryani, Mughlai, Seafood, Desserts",8,43 min
147,https://www.zomato.com/hyderabad/al-saud-bait-al-mandi-1-narayanguda,Al Saud Bait Al Mandi,4.2,₹200 for one,"Arabian, Mandi",2,40 min
148,https://www.zomato.com/hyderabad/ibaco-kacheguda,ibaco,4.3,₹200 for one,Desserts,1,38 min
149,https://www.zomato.com/hyderabad/big-bowl-chinese-himayath-nagar,Big Bowl Chinese,3.7,₹200 for one,"Chinese, Sichuan",2,48 min
150,https://www.zomato.com/hyderabad/hotel-akbar-darbar-1-falaknuma,Hotel Akbar Darbar,4.4,₹200 for one,"Hyderabadi, Street Food, Biryani, Kebab",4,46 min
151,https://www.zomato.com/hyderabad/biryani-culture-rtc-x-roads,Biryani Culture,4.1,₹200 for one,"Biryani, Chinese, South Indian, Street Food, Kebab, North Indian",6,48 min
152,https://www.zomato.com/hyderabad/bikanervala-basheer-bagh,Bikanervala,4.1,₹200 for one,"North Indian, South Indian, Chinese, Street Food, Fast Food, Bakery, Desserts, Beverages",8,40 min
153,https://www.zomato.com/hyderabad/siddi-fast-food-begum-bazaar,Siddi Fast Food,3.8,₹100 for one,"Chinese, Pasta, Fast Food, North Indian, Sichuan",5,37 min
154,https://www.zomato.com/hyderabad/balapur-bawarchi-restaurant-meerpet,Balapur Bawarchi Restaurant,3.7,₹100 for one,"North Indian, Chinese, Biryani, Mughlai, Seafood",5,47 min
155,https://www.zomato.com/hyderabad/sri-santosh-dhaba-1-malakpet,Sri Santosh Dhaba,3.8,₹100 for one,"North Indian, Mughlai, Biryani, Chinese",4,49 min
156,https://www.zomato.com/hyderabad/mashallah-shawarma-malakpet,Mashallah Shawarma,3.9,₹100 for one,"Rolls, Shawarma",2,38 min
157,https://www.zomato.com/hyderabad/new-astoria-restaurant-rtc-x-roads,New Astoria Restaurant,3.9,₹100 for one,"Hyderabadi, North Indian, Seafood, Chinese, Mughlai, Biryani, Desserts, Beverages",8,43 min
158,https://www.zomato.com/hyderabad/king-khaja-beef-mandi-house-saroor-nagar,King Khaja Beef Mandi House,4.1,₹100 for one,"Mandi, Fast Food, Lebanese, Biryani, Burger, Shawarma",6,40 min
159,https://www.zomato.com/hyderabad/the-lassi-corner-kacheguda,The Lassi Corner,3.9,₹100 for one,"Juices, Shake, Coffee, Beverages, Sandwich, Fast Food, Street Food, Desserts",8,41 min
160,https://www.zomato.com/hyderabad/temptations-begum-bazaar,Temptations,3.9,₹100 for one,"Ice Cream, Desserts, Fast Food, Pizza",4,35 min
161,https://www.zomato.com/hyderabad/sai-charan-dhabha-ghansi-bazaar,Sai Charan Dhabha,4.3,₹100 for one,"North Indian, Chinese",2,28 min
